,company_name,Series,Total_Likes,Total_Retweets,Series_Amount,Market,tweet_count,get_dayrange,get_dayiqr,likes_mean,retweets_mean,persontag_count_mean,hashtag_count_mean,text_length_mean,persontags_count_mean,hashtags_count_mean,links_count_mean,self_mention_mean,self_tweet_mean,likes_std,retweets_std,persontag_count_std,hashtag_count_std,text_length_std,persontags_count_std,hashtags_count_std,links_count_std,self_mention_std,self_tweet_std,is_Biotechnology,is_Software,is_Health Care,is_Enterprise Software,is_Clean Technology,is_Hardware + Software,is_Semiconductors,is_Curated Web,is_Mobile,is_Web Hosting,is_Series_A,is_Series_B,is_Series_C,is_Series_D,mean_neg,mean_pos,total_neg,total_pos,Total_Likes_scaled,Total_Retweets_scaled,tweet_count_scaled,get_dayrange_scaled,get_dayiqr_scaled,likes_mean_scaled,retweets_mean_scaled,persontag_count_mean_scaled,hashtag_count_mean_scaled,text_length_mean_scaled,persontags_count_mean_scaled,hashtags_count_mean_scaled,links_count_mean_scaled,self_mention_mean_scaled,self_tweet_mean_scaled,likes_std_scaled,retweets_std_scaled,persontag_count_std_scaled,hashtag_count_std_scaled,text_length_std_scaled,persontags_count_std_scaled,hashtags_count_std_scaled,links_count_std_scaled,self_mention_std_scaled,self_tweet_std_scaled,is_Biotechnology_scaled,is_Software_scaled,is_Health Care_scaled,is_Enterprise Software_scaled,is_Clean Technology_scaled,is_Hardware + Software_scaled,is_Semiconductors_scaled,is_Curated Web_scaled,is_Mobile_scaled,is_Web Hosting_scaled,is_Series_A_scaled,is_Series_B_scaled,is_Series_C_scaled,is_Series_D_scaled,mean_neg_scaled,mean_pos_scaled,total_neg_scaled,total_pos_scaled,Series_Amount_scaled
1013,Tongal,_Series_B,24,36,15000000,Crowdsourcing,185,133,74,0.12972973,0.362162162,0.940540541,0.356756757,107.9675676,0.881081081,0.356756757,0.52972973,0.254054054,0.086486486,0.733093826,1.909266783,1.006354662,0.70884955,43.2301604,0.981856559,0.70884955,0.521736682,0.436509497,0.281843853,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.038614862,0.054125481,0.041666667,0.041666667,3.296131677871103,8.053792304612024,9.071183373462716,5.675983091393458,4.498467203298724,0.09962905819577592,0.23667255972074255,0.5242585115740924,0.2510407086028263,37.57123758513599,0.4949367784473345,0.24952821212096352,0.5088664635680848,0.11912599558868428,0.05878597752659355,0.3746150783502793,0.7083716975398754,0.5615524002562502,0.5677051856738565,1.6301072879859253,0.5500447034706306,0.5760675204177479,1.9021855166236272,0.38275336006797095,0.21996363429090574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.04467521595856118,0.0664479518268241,0.04877045196814265,0.04877045196814265,16.523560759066484
1014,Top10,_Series_B,66,64,8000000,Apps,197,0,0,1.487309645,1.512690355,0.411167513,1.746192893,146.5279188,0.375634518,1.269035533,0.720812183,0.055837563,0.0,15.1585529,15.59127475,0.952160356,2.31819516,57.56509609,0.898419944,1.871838991,0.460947726,0.230192763,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.03643593,0.048977019,0.01744186,0.093023256,4.3371589039614,10.70746979903958,9.245183579845214,0.0,0.0,0.27815290527454056,0.44802650876783573,0.30412005331478825,0.5572910937084437,46.883212653750874,0.281170329205458,0.4931368934933886,0.6841779948181587,0.04584456420748684,0.0,0.6570715662938322,1.0881316089608468,0.5438818659219773,1.367170935828585,1.664889900544236,0.52231050541115,1.2186194543383206,1.4533601030734855,0.21378376265964455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.04180580822466148,0.05895214249094846,0.018622245530019055,0.13273892794809172,15.89495209964411
1015,TopSchool,_Series_C,2,11,8000000,Loyalty Programs,173,457,140,0.011560694,0.063583815,0.208092486,0.219653179,106.1213873,0.190751445,0.219653179,0.560693642,0.023121387,0.034682081,0.10720765,0.244718372,0.473167644,0.62716221,32.1812139,0.44919309,0.62716221,0.531631521,0.150725271,0.183504444,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.013667943,0.046837483,0.0,0.092592593,1.1075182856746335,4.239730780798059,8.887894811173116,7.37588050418857,5.187491968008624,0.011270196627208372,0.0583271157111431,0.17644492315061835,0.17462914562053705,37.10310645684033,0.16284011357524972,0.173926250989977,0.5375274433739726,0.021254940813362645,0.02943594376251937,0.09445156553771038,0.2001817908829969,0.34301398428853347,0.5130658344639192,1.5886881459570639,0.328935203417626,0.5199145859017209,1.9842058849425697,0.14340873979394125,0.1550953436995853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,0.014386857608900685,0.05591700542958458,0.0,0.1319030507623257,15.89495209964411
1017,Totango,_Series_B,95,100,15500000,Hardware + Software,165,92,48,0.575757576,0.606060606,1.381818182,0.612121212,125.1151515,1.290909091,0.612121212,0.866666667,0.175757576,0.16969697,1.230464493,1.267304465,1.45028478,0.894344553,38.25100127,1.452576272,0.894344553,0.358406591,0.441056315,0.376509036,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.021102901,0.041166573,0.006944444,0.020833333,4.720723027751064,13.239621268994929,8.75996382578017,5.1940386226836806,4.038473752019103,0.22993337707214123,0.31803125164330426,0.6408221253961988,0.3540325330746768,41.81468745009883,0.6043522519067798,0.3508351808216695,0.8156624514027153,0.10053368471358176,0.08482368348669632,0.466780855244841,0.5941726263030032,0.681550834217141,0.6845427923007105,1.6136616915574975,0.6763801751161993,0.6966314654280029,0.8802930779629674,0.38628023185740806,0.27366665732252937,0.0,0.0,0.0,0.0,0.0,0.008274484021510913,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.02284466915231127,0.04809320895126557,0.007127342123862517,0.022529888065206605,16.556350581889475
1018,TouchOfModern,_Series_B,31,33,14000000,Collectibles,199,46,19,0.40201005,0.231155779,0.507537688,0.32160804,134.5628141,0.48241206,0.316582915,0.834170854,0.060301508,0.170854271,3.848021396,1.162040252,1.048661228,0.722709148,44.88756801,1.043712397,0.721443826,0.457968936,0.238644974,0.377330836,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.033968583,0.068190746,0.006060606,0.084848485,3.555404989306689,7.704409916620652,9.273352780187333,4.320797926324716,3.082132557553209,0.19982841267395113,0.1732743949364031,0.354120726737709,0.233201266006004,44.07980391072307,0.3372487573783671,0.22929867190121894,0.7865312412894101,0.04877758528273385,0.08507000735684102,0.6047095744735411,0.5695854719704522,0.5748112756687624,0.5767708416813896,1.6349661448763604,0.5693834262776349,0.5845489065191248,1.4336459475680658,0.2210801657089167,0.27410059327232067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.038610552566479425,0.08837267133418755,0.0061996445387110174,0.11728598668462845,16.454567887579532
1019,TouchPal,_Series_A,8,0,5000000,-,210,217,85,0.038095238,0.0,0.580952381,0.266666667,103.0285714,0.571428571,0.261904762,0.176190476,0.028571429,0.0,0.306978157,0.0,0.638193509,0.827362983,51.68481164,0.624187784,0.820185643,0.406178081,0.166996711,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.02905313,0.0585872,0.038961039,0.12987013,2.233041350915166,0.0,9.424350023611067,6.334433982382103,4.647150287393122,0.03508409628480374,0.0,0.388631289164035,0.20299880557312028,36.31353061730198,0.37870385450543526,0.1993004712378452,0.17360788278134157,0.025762714003124867,0.0,0.22053561337302072,0.0,0.4230644362341142,0.6434355742979135,1.65238544463911,0.4148140879995414,0.649516830516075,1.1215113745216359,0.1580885749251909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.03241241077318381,0.07316893322035228,0.045135249580455124,0.21406838145965826,15.424948470398375
1021,TouchType,_Series_B,15,27,17500000,Construction,181,140,63,0.082872928,0.20441989,0.55801105,0.635359116,108.5138122,0.519337017,0.635359116,0.20441989,0.154696133,0.0,0.392689488,1.014988955,0.740273538,1.016348862,47.18304871,0.719499519,1.016348862,0.430996675,0.36261786,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.012856007,0.058042806,0.030769231,0.092307692,2.829781151195192,6.945259940650169,9.011173493563193,5.743999377211268,4.326639794797709,0.0696494709158938,0.15790656406727355,0.3781509732201086,0.3615701828129878,37.709300647032315,0.3549773653058668,0.35821910806629603,0.20097734440211887,0.09377811313474028,0.0,0.26110404812159693,0.5313247335137007,0.4662594056755705,0.756568881669396,1.6412683884782786,0.45539943646114933,0.7712834603579252,1.2640600774594113,0.324312356613071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.013490923613522493,0.07233747614685267,0.03455129321157029,0.13135143559966078,16.67771143889374
1025,Trada,_Series_C,12,15,5750000,-,196,13,5,0.06122449,0.076530612,1.413265306,0.239795918,107.4744898,1.37244898,0.224489796,0.474489796,0.173469388,0.117346939,0.279792103,0.285118426,1.307817736,0.562638436,33.20850003,1.308377787,0.536476869,0.540049613,0.392898766,0.322657399,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.021174365,0.060632486,0.018867925,0.056603774,2.6138462335995856,5.0582055180728585,9.231012963989976,2.854831935604887,1.8224320791919624,0.053745755080265155,0.06903037582412747,0.6477005331178681,0.18709005026509135,37.44643815690841,0.6220129447888174,0.17693601582425325,0.4574769932369689,0.09984285891031891,0.07070334622182001,0.20623749599592428,0.22646886181416254,0.647190276565444,0.46836090507559475,1.5933880010443378,0.6422535386377753,0.45510182143930905,2.0561016939758945,0.34852284169775605,0.24405798598912473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,0.022928223584430116,0.07632140721779927,0.02025352062201991,0.07015496720446592,15.564710412773533
1026,Trada,_Series_D,12,53,9000000,-,195,1,1,0.107692308,0.548717949,1.005128205,0.220512821,100.3897436,0.774358974,0.220512821,0.143589744,0.035897436,0.020512821,0.755524197,4.280311663,1.19490946,0.615596051,40.22298539,1.035632669,0.615596051,0.351575887,0.186513286,0.142111266,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.03318614,0.050305917,0.033149171,0.049723757,2.6138462335995856,9.767914068389045,9.21678430259669,0.7074663335665838,0.697705719516204,0.08622928256119364,0.3020999955216145,0.5440882379657862,0.17517071202156784,35.63440246677268,0.4590257767385457,0.17446325699931767,0.14185455745911227,0.031548898469914224,0.018587236337258162,0.38020233525906255,0.9022713358500061,0.6173832150386104,0.5051561025819741,1.6205382159119672,0.5669129037313655,0.5117979422365838,0.8491056949645391,0.17550880569895885,0.12445631889712228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06302392658787734,0.037609110182207944,0.060860738935354326,0.037561933884149794,0.060022403534168864,16.012735135300492
1027,TransferWise,_Series_A,127,102,6000000,,169,4,1,1.213017751,1.692307692,0.869822485,0.313609467,132.5384615,0.816568047,0.313609467,0.911242604,0.059171598,0.035502959,6.681678646,13.56992473,0.954737856,0.647240931,37.88045105,0.904070193,0.647240931,0.359137849,0.236646763,0.185597206,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.140863515,0.08081038,0.046052632,0.098684211,5.02899010507773,13.362915443289904,8.82453539269752,1.6880524531184802,0.697705719516204,0.27188583340729194,0.46025706171437436,0.5011875923393563,0.22898646943790413,43.59845699840843,0.4736843691769501,0.22774310591691752,0.8554770788204364,0.048043860083528525,0.03002058280307118,0.635941608365502,1.074788744936205,0.5447404719132319,0.5266926686617331,1.6123102393484665,0.5242522811152954,0.5339051364931106,0.8836785890214492,0.21935834792546322,0.1565876750663902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.24246055537016775,0.1099674007150302,0.05481518312651185,0.14395781609707056,15.60727002719233
1029,TravelBird,_Series_A,33,14,5600000,Online Travel,169,25,11,0.195266272,0.082840237,0.201183432,1.313609467,107.0769231,0.189349112,1.289940828,0.863905325,0.189349112,0.0,0.803845716,0.36871912,0.444274176,1.113709744,33.24995525,0.436032084,1.104085755,0.407298172,0.407816693,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.038249523,0.082913829,0.023952096,0.143712575,3.619221911824331,4.8663608564509095,8.82453539269752,3.5911039777670686,2.5441609787479895,0.1333291532175204,0.07411663554209888,0.17144599442457972,0.5067277113077571,37.34569178063371,0.16181614934081914,0.4961145078562568,0.8131905400705277,0.10443776759205492,0.0,0.39165240666211665,0.2763370762128547,0.3274672184104558,0.8116268088430982,1.593573115669,0.32177826340026433,0.822945656994767,1.127679024068766,0.3603152216851761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.04419095901706034,0.11375420130943661,0.026209954181012813,0.2501592023398109,15.538277155705378
1030,TravelBird,_Series_B,31,23,26500000,Online Travel,168,7,4,0.18452381,0.136904762,0.196428571,1.636904762,123.2142857,0.18452381,1.601190476,0.875,0.095238095,0.0,0.484982634,0.535288777,0.492566644,1.521996779,39.94894089,0.472474451,1.49305731,0.426481216,0.294421085,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.139693525,0.100482724,0.049689441,0.068322981,3.555404989306689,6.38289972463701,8.80850815963809,2.211912730802046,1.6341573411953878,0.12836326541569967,0.11448974181898178,0.16797656396111593,0.546326554746183,41.35302365902724,0.15827604632895875,0.5338548058144796,0.8231183919099678,0.06884219320838009,0.0,0.2983475317994392,0.3607660857751198,0.35317406394828316,1.022827741135175,1.6196130227856878,0.34133454214202363,1.0346274088405167,1.2371905089857638,0.26837777834496496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.23934039739741558,0.14761358423487164,0.05997309534255736,0.08858924971212441,17.09265529095645
1031,TravelMuse,_Series_B,8,0,2000000,Travel,193,52,16,0.041450777,0.0,1.663212435,0.316062176,116.0829016,1.632124352,0.310880829,0.569948187,0.134715026,0.119170984,0.19984882,0.0,1.948702571,0.789647229,26.0142863,1.956400858,0.788415969,0.49637068,0.34230689,0.324832227,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.01265191,0.016386874,0.0,0.0,2.233041350915166,0.0,9.188150692495526,4.471999821893249,2.9104136700907977,0.037906282891854125,0.0,0.6973057979081242,0.23028523483190033,39.60218050631017,0.6716173667861085,0.22630826643512628,0.5460740071167749,0.08646347837307602,0.07131063236549157,0.1594429368916207,0.0,0.7797823840895776,0.619765059891277,1.554924231236166,0.7733815730015415,0.628901801294732,1.7037422623873066,0.30786185790035664,0.24530030972381883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.013266554581759613,0.017426393243720972,0.0,0.0,14.508657738524219
1032,Treato,_Series_B,27,65,14500000,Biotechnology,181,0,0,0.149171271,0.414364641,0.314917127,0.635359116,103.4033149,0.281767956,0.613259669,0.679558011,0.0,0.0,0.510840134,1.260340897,0.81325725,1.095276986,44.90406799,0.791025475,1.097796219,0.479666346,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.026867586,0.043086933,0.017045455,0.045454545,3.415042393907472,10.787970147755619,9.011173493563193,0.0,0.0,0.1105238018422384,0.2574418114818606,0.24788220696204333,0.3615701828129878,36.40956282947053,0.2249486842106064,0.35120279484109984,0.6466347778815116,0.0,0.0,0.3077708736318772,0.5926108927985114,0.4946742246246966,0.8013583133336755,1.6350131614609107,0.4834799903844309,0.8192952782932736,1.5819321525155339,0.0,0.0,0.013366474142833182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.029726741375926093,0.05070711738076552,0.018171823321532086,0.053979688825223346,16.489659207390805
1033,Treehouse,_Series_A,14,50,4750000,Insurance,216,0,0,0.064814815,0.277777778,0.291666667,0.199074074,88.76388889,0.231481481,0.194444444,0.472222222,0.013888889,0.0,0.341628062,1.023749,0.581197641,0.464757075,35.72875582,0.484292464,0.46171235,0.500387447,0.117301705,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.038437279,0.055592723,0.055045872,0.027522936,2.762593700178698,9.491947021546482,9.504057320608517,0.0,0.0,0.05648314170924444,0.19793770185041612,0.2332100483899366,0.1613947825069754,32.57792091159477,0.19165916709021438,0.15777119490685518,0.45536024986313406,0.013198302961025508,0.0,0.23771632113152924,0.5337462098771067,0.39697083307819203,0.39768936252388754,1.6040539837197534,0.3475047212534134,0.3995246476734709,1.7340637545683528,0.11279368978081036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.04443967063793817,0.06863478452103162,0.06781707930046292,0.030527582767520895,15.373655176010823
1034,Treehouse,_Series_B,97,91,7000000,Insurance,217,0,0,0.571428571,0.506912442,0.433179724,0.258064516,98.78341014,0.359447005,0.253456221,0.396313364,0.055299539,0.036866359,1.842330018,1.699999498,0.664165816,0.559217323,45.00662607,0.630854556,0.557191651,0.508797833,0.229092468,0.18886931,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.026579014,0.040407797,0.009803922,0.029411765,4.742774441085766,12.6657647940783,9.517168839334602,0.0,0.0,0.2293546268136177,0.2893976717866741,0.31605506251627735,0.19799177990619862,35.218462024728645,0.27197614993046165,0.1943883113068888,0.3841596201007447,0.04548479312765602,0.03098159324101168,0.5278814673526255,0.6766189354075243,0.4344664266521386,0.4659503675777267,1.6353048206536058,0.41778081688153745,0.4701488474606638,1.7988797683095274,0.2128313564467427,0.1589104742936887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.029375313868656713,0.04707028158789942,0.010170719206900903,0.032857200880382374,15.761420707019587
1035,Trendyol,_Series_B,2,14,9079440,Productivity Software,209,38,14,0.009569378,0.066985646,0.516746411,0.071770335,95.0,0.507177033,0.062200957,0.28708134,0.157894737,0.124401914,0.097587762,0.302729577,0.877582419,0.258726959,39.76432978,0.866689198,0.242100062,0.474215545,0.378442365,0.330831922,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.03444439,0.050421965,0.048543689,0.053398058,1.1075182856746335,4.8663608564509095,9.410888506330691,4.088086425467332,2.778524160351674,0.009369628095777191,0.06117483919898047,0.35860854832442396,0.06622925505810523,34.230947690417715,0.34922575942286693,0.057924246275243035,0.2804778867825127,0.094863636161711,0.07299918524353556,0.08691097342347935,0.23746030918550107,0.5182047882797461,0.23585252663234058,1.6189843992068567,0.5112247237979056,0.2232050739457367,1.5436450758643105,0.3370108544086455,0.24870649123053234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.039222308827445866,0.06102826854807084,0.05833367804221065,0.06537217537539151,16.021523074666746
1036,Trendyol,_Series_C,2,32,25000000,Productivity Software,179,14,7,0.011173184,0.17877095,0.335195531,0.094972067,95.41340782,0.329608939,0.089385475,0.430167598,0.067039106,0.139664804,0.105405947,0.498758738,0.678267241,0.330010852,41.90622274,0.66852627,0.322993655,0.529347144,0.250791228,0.34761127,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.029845453,0.057627769,0.056497175,0.084745763,1.1075182856746335,7.58383902654805,8.980769351596946,2.9355698602520937,2.120829727249634,0.010901647275930149,0.14223432005962577,0.26031551719197027,0.08549578443666649,34.33939984215228,0.2544995802941082,0.08079944313894367,0.4159968419863842,0.053034202794379724,0.07750759822267562,0.0930517644691731,0.3437226290693512,0.440535460187899,0.2940573740361877,1.6260210801150798,0.43417350594119986,0.29062746330890793,1.965033747481625,0.23150483596761176,0.25807181152637937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,0.03339662298058106,0.07170573096641246,0.0699941752450354,0.11709727775343658,17.034386382832476
1037,TrialReach,_Series_A,16,84,3200000,Biotechnology,183,523,206,0.087431694,0.459016393,0.890710383,0.710382514,131.1038251,0.852459016,0.644808743,0.62295082,0.081967213,0.174863388,0.336441404,0.81010996,1.190193926,0.976791882,53.88923455,1.145982935,0.971892253,0.508086296,0.275067342,0.380892327,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.035094684,0.060726071,0.0,0.025862069,2.892952062832003,12.195590541776111,9.041309756249984,7.569654789814498,5.610615016657425,0.07282145339016145,0.27357112501314496,0.5081580046838678,0.3842906532994211,43.256036675593684,0.485672965965499,0.3611512996684396,0.5948514531476166,0.06178384509779764,0.08590504707671494,0.23521529953677406,0.4686156268789271,0.6160836451225908,0.7336008175194825,1.6573131412962714,0.5993103391295822,0.7444748052259399,1.793325847711555,0.252130147817799,0.2759752120573479,0.013366474142833182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.04006181471879993,0.07646674348636692,0.0,0.028505395841357493,14.978661367769956
1039,Tributes,_Series_A,3,0,4300000,Elderly,199,186,105,0.015075377,0.0,0.030150754,0.0,114.4623116,0.030150754,0.0,0.688442211,0.0,0.0,0.122160142,0.0,0.171433285,0.0,30.3144686,0.171433285,0.0,0.464298195,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.029553513,0.062712238,0.090909091,0.045454545,1.400495321769023,0.0,9.273352780187333,6.124863141717843,4.875050159839789,0.01458447517037842,0.0,0.029381831820421797,0.0,39.1999957758482,0.029351821059177455,0.0,0.6547335209794137,0.0,0.0,0.10585248096323048,0.0,0.15046049889133528,0.0,1.579550261949597,0.15021848450227748,0.0,1.4757755008316717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.03303332062264078,0.07957392397122816,0.12865905743146355,0.053979688825223346,15.27412558066379
1041,Trifacta,_Series_A,0,24,4300000,,160,859,351,0.0,0.15,0.5125,0.35625,97.4125,0.46875,0.35,0.575,0.00625,0.0,0.0,0.52843664,0.752250293,0.729839088,38.2603441,0.73477738,0.728572309,0.555702287,0.079056942,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.033391297,0.01747198,0.024691358,0.0,0.0,6.52848485590584,8.677463302814191,8.296144032965065,6.20076042461699,0.0,0.12347364143579066,0.35654498376812693,0.25079112765939926,34.861927599457275,0.3304853876057448,0.24622532829848884,0.5507355743062402,0.00610717595759336,0.0,0.0,0.35762596396670243,0.4710553703349846,0.5814122622362946,1.6136955135608344,0.46155884932366226,0.5893293171671168,2.19511298547962,0.07696768067571334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.0378711412319598,0.018656523552901864,0.027094623411551683,0.0,15.27412558066379
1042,Trifacta,_Series_B,143,124,12000000,,198,285,167,1.545454545,1.131313131,1.661616162,0.474747475,107.7828283,1.575757576,0.46969697,0.368686869,0.52020202,0.01010101,5.828814696,4.211770947,1.234710108,0.932693652,42.6354909,1.226533302,0.927083144,0.514193758,0.500858106,0.100248371,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.028615561,0.061684211,0.010204082,0.06122449,5.155577135383663,14.633138621012515,9.259296678331506,6.710043549850825,5.380186319157089,0.27912098689734005,0.41188387138249716,0.6970147965413298,0.3037763685241795,37.5244989543219,0.6616194188138876,0.29947068757905226,0.35807745481314646,0.14478799903953474,0.009616817865389711,0.6298764218309485,0.8989680349127952,0.6281722474608619,0.7075659567052404,1.628295394246739,0.6212616827353101,0.7170015384740607,1.8414261830951155,0.43196013193563787,0.09112901389334593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211235568238228,0.0,0.0,0.03187129074010751,0.07796024578801534,0.010601778052843304,0.07724239745199418,16.300417207752275
1043,Trifacta,_Series_C,159,142,25000000,,152,37,15,1.638157895,1.085526316,1.605263158,0.677631579,125.6907895,1.486842105,0.671052632,0.657894737,0.427631579,0.157894737,2.892212293,2.204583062,1.699855447,1.05856315,39.13759622,1.722414915,1.047079292,0.475982959,0.496370585,0.365847708,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,5.268998690822892,15.575245661388843,8.54106524080988,4.055891574663154,2.846492085014938,0.2804758454034399,0.4062596669335384,0.6865433975344253,0.3746623515297306,41.954089629022015,0.6450181179212614,0.36908945284280426,0.6268547579513573,0.13957300568156406,0.08216939465687383,0.5802867090430742,0.7466786257459674,0.73446184582792,0.7806923379836365,1.6168173493684534,0.7320488284249842,0.7895626480627985,1.55598228869025,0.428576886213437,0.2679898971958109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,,,,,17.034386382832476
1044,Triplay,_Series_C,4,76,5000000,Enterprise Software,197,80,40,0.065989848,0.61928934,0.431472081,0.360406091,108.1675127,0.38071066,0.360406091,0.345177665,0.010152284,0.005076142,0.721895648,3.740598215,0.729568202,0.780538693,40.31695041,0.694169231,0.780538693,0.507735663,0.100501179,0.07124705,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.01831435,0.032252851,0.015873016,0.042328042,1.6285994861793842,11.628723217940172,9.245183579845214,5.014426478082887,3.8469478743489716,0.0573701593405484,0.32148297108996937,0.31514059984784415,0.25283165291352633,37.621797092631134,0.2840133272384446,0.251295976586371,0.335808732736381,0.009779485863891635,0.004951660583322823,0.3717574884501777,0.8739088365586872,0.46192647344129883,0.613989785978834,1.620853282518839,0.4449842775630142,0.6237488418203372,1.7905937863131611,0.09716286496879092,0.0665162813593059,0.0,0.0,0.0,0.01527597136791237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701693255053082,0.0,0.01961825842031044,0.036421988952845395,0.01684727254676815,0.049669845812686596,15.424948470398375
1045,Trusper,_Series_A,14,1,6170000,Fashion,212,9,4,0.066037736,0.004716981,0.966981132,0.877358491,141.2924528,0.966981132,0.877358491,0.966981132,0.933962264,0.033018868,0.267297088,0.068680282,0.32849555,0.439793795,40.19843363,0.32849555,0.439793795,0.225914339,0.248935856,0.179108746,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.036123573,0.058887452,0.014778325,0.078817734,2.762593700178698,0.7980587769150843,9.45111965646582,2.465739925900223,1.6341573411953878,0.057406217402271115,0.004685890750383402,0.5325131032195005,0.42737874892370753,45.66507793779545,0.5212715815911945,0.42248296001258856,0.9050309105083113,0.15302460735439508,0.028237295662150906,0.19940800855622037,0.06462744238643739,0.25966437428209677,0.37907308774762133,1.620455712053815,0.2589254651839343,0.38283706538967266,0.3989979259131535,0.22991702786873894,0.15194358842572014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20486466516246088,0.0,0.0,0.0,0.04139814863746568,0.07362887933998415,0.015620825614815117,0.10643051346297797,15.63520939588157
